GOterm	Definition	Ontology_source
GO:0015454	Primary active transport of a solute across a membrane, driven by light. Primary active transport is catalysis of the transport of a solute across a membrane, up the solute's concentration gradient, by binding the solute and undergoing a series of conformational changes. Transport works equally well in either direction and is driven by a primary energy source.	molecular_function
GO:0034590	Enables the transfer of L-hydroxyproline from one side of a membrane to the other.	molecular_function
GO:0034491	The directed movement of neutral amino acids into the vacuole across the vacuolar membrane.	biological_process
GO:0034490	The directed movement of basic amino acids into the vacuole across the vacuolar membrane.	biological_process
GO:0034489	The directed movement of neutral amino acids out of the vacuole, across the vacuolar membrane.	biological_process
GO:0034488	The directed movement of basic amino acids out of the vacuole, across the vacuolar membrane.	biological_process
GO:0034487	The process in which an amino acid is transported from one side of the vacuolar membrane to the other.	biological_process
GO:0034486	The process in which a solute is transported from one side of the vacuolar membrane to the other.	biological_process
GO:0015553	Enables the transfer of xanthosine, xanthine riboside, from one side of a membrane to the other.	molecular_function
GO:0015563	Enables the transfer of a specific substance or related group of substances from the outside of a cell to the inside across a membrane.	molecular_function
GO:0015565	Catalysis of the transfer of threonine from the inside of the cell to the outside of the cell across a membrane.	molecular_function
GO:0015573	Enables the transfer of beta-glucosides from one side of the membrane to the other. Beta-glucosides are glycosides in which the sugar group is a glucose residue, and the anomeric carbon of the bond is in a beta configuration.	molecular_function
GO:0015574	Enables the transfer of trehalose from one side of the membrane to the other. Trehalose is the disaccharide alpha-D-glucopyranosyl-alpha-D-glucopyranoside that acts of a reserve carbohydrate in certain fungi, algae and lichens.	molecular_function
GO:0015575	Enables the transfer of mannitol from one side of the membrane to the other. Mannitol is the alditol derived from D-mannose by reduction of the aldehyde group.	molecular_function
GO:0015576	Enables the transfer of sorbitol from one side of the membrane to the other. Sorbitol, also known as glucitol, is the hexitol derived by the reduction of the aldehyde group of glucose.	molecular_function
GO:0071077	Enables the transfer of adenosine 3',5'-bisphosphate from one side of a membrane to the other.	molecular_function
GO:0044610	Enables the directed movement of flavine mononucleotide (FMN) into, out of or within a cell, or between cells.	molecular_function
GO:0044604	Catalysis of the reaction: ATP + H2O + phytochelatin (in) = ADP + phosphate + phytochelatin (out).	molecular_function
GO:0071106	The directed movement of adenosine 3',5'-bisphosphate across a membrane into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore.	biological_process
GO:0044750	Catalysis of the high-affinity transfer of nickel (Ni) cations from one side of a membrane to the other. In high-affinity transport the transporter is able to bind the solute even if it is only present at very low concentrations.	molecular_function
GO:0044746	The directed movement of amino acids out of a cell or organelle across a membrane.	biological_process
GO:0044745	The directed movement of amino acids into a cell or organelle, across a membrane.	biological_process
GO:0044743	The directed movement of proteins into an intracellular organelle, across a membrane.	biological_process
GO:0044718	The directed movement of siderophores, low molecular weight Fe(III)-chelating substances, from one side of a membrane to the other, by means of some agent such as a transporter or pore.	biological_process
GO:0080138	Enables the transfer of borate from the outside of a cell to the inside of the cell across a membrane.	molecular_function
GO:0080139	Enables the transfer of borate from the inside of the cell to the outside of the cell across a membrane.	molecular_function
GO:0071996	The directed movement of glutathione into the vacuole across the vacuolar membrane.	biological_process
GO:0071994	The directed movement of a phytochelatin across a membrane into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. Phytochelatins are a group of peptides that bind metals (Cd, Zn, Cu, Pb, Hg) in thiolate coordination complexes.	biological_process
GO:0071992	Enables the directed movement of a phytochelatin across a membrane into, out of or within a cell, or between cells. Phytochelatins are a group of peptides that bind metals (Cd, Zn, Cu, Pb, Hg) in thiolate coordination complexes.	molecular_function
GO:0071934	The directed movement of thiamine across a membrane into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. Thiamine is vitamin B1, a water soluble vitamin present in fresh vegetables and meats, especially liver.	biological_process
